Name,Writer,Likes,Genre,Rating,Subscribers,Summary,Update
Locker & Opener,AHNJOO,9574.0,Mystery,9.53,150.5,"There's no lock Detective Dobin Kim can't open. With his unique â€˜opening' ability, he can unlock anything -- even people -- to get the information he needs to hunt down criminals and solve crimes. Enter Locker -- his polar opposite and his enemy. When Locker uses her ability to â€˜lock' a witness and prevents Kim from accessing key information in a crucial case, they plunge into a cat-and-mouse game with justice itself at stake. When two equal forces collide, who will emerge the victor?", SATURDAY
Bloodless Wars,Tovon,334408.0,Sci-fi,9.26,124.6,"If the bullets are virtual, then why does death feel so real? Questions like these are always front-of-mind on the front lines of the wars of the future, where virtual reality plays out in real time, and if you're killed in action you can lose everything but your life. But for elite soldier Nick, and his team of hardened warriors, the stakes are even higher as they race against time to win a war with very real world consequences.", WEDNESDAY
Ghost Bats,Jeong Summer,2434.0,Sci-fi,9.16,54.0,"Ghost Bats, a semi-decent punk band, is suddenly thrust into a galactic Battle of the Bands to defeat their rivals....while conjuring giant monsters?! Can the band survive their interplanetary star trek and win the Grand Prize or will this be their final encore?", SATURDAY
Nano List,Songah Min,3.2,Sci-fi,9.81,586.4,"Milo lives in a world where interacting with androids is completely normal. And now, he lives with TWO androids built by his sister. How safe is he living with androids who have deadly strength? Why did his sister gift him a ""bodyguard android?"" Well, he's about to find out the hard way.",COMPLETED
Sword Interval,Benjamin Fleuter,1.5,Supernatural,9.63,145.9,"The Sword Interval is about a world on the verge of a supernatural apocalypse. Most of humanity goes about their daily lives trying to ignore the constant threat of magic and monsters, but a few face these dangers head-on. 
 Fall is one such person. She has left behind the sheltered safety of the paranormal witness protection program in order to hunt down the monster that killed her family.",COMPLETED
Pacific Rim: Amara,Cavan Scott / Zhang Ran / BigN,83411.0,Sci-fi,9.18,108.4,"As the Kaiju Wars rage on, Pacific Rim: Amara follows the young heroine whose life shattered when she is orphaned during a devastating monster attack. Fighting to survive as her city is destroyed, she finds shelter with a grumpy mech-inventor named Kai and his closest companion, Hannah. The trio forms an unlikely family in the aftermath of the invasion, looking out for one another and scavenging old mech parts to build their very own Jaeger, a pilotable giant robot with the power to protect Amara from the monsters that took everything from her.",COMPLETED
Aphrodite IX,Matt Hawkins / Stjepan Sejic,154408.0,Sci-fi,8.81,116.8,The Aphrodite protocol was initiated in an attempt to save humanity from a predicted extinction level event. Its mission was to engineer humans that could survive via technological singularity and genetic enhancement to repopulate the Earth.,COMPLETED
SIDEKICKS,IRON Shin,723188.0,Superhero,9.39,201.3,The story of the sidekick's journey to becoming a true hero!,COMPLETED
Jackie Rose,Josh Ulrich,215458.0,Supernatural,9.6,58.7,"Action, adventure, air pirates; Set in an alternate 1940s, Jackie Rose is a rip-roaring adventure story filled with excitement and fun, that still manages to tug at the heart strings.",COMPLETED
The Badguys,Luke Lancaster / Orlando Caicedo,310484.0,Superhero,9.42,97.9,"THE BADGUYS is a superhero comedy heist comic with a cast of characters supremely out of their depth. Dealing with daddy issues, bad breakups, decades-old grudges and profound professional inadequacies, the whole endeavour is pretty much a foregone conclusion. Badguys never win: There are rules, after all.",COMPLETED
The Red Hook,Dean Haspiel,51417.0,Superhero,8.05,31.5,The Red Hook is a super-thief who is bequeathed the omni-fist of altruism and transformed into a hero against his will a year after a sentient Brooklyn's heart is broken and physically secedes from America.,COMPLETED
The Purple Heart,Vito Delsante / Ricardo VenÃ¢ncio,47789.0,Superhero,9.03,34.3,"When Brooklyn separated from New York City, it caused havoc on a massive scale. Now, one year later, a mysterious purple figure engulfed in flames has appeared. Who is the Purple Heart and what does his arrival mean for the future of Brooklyn?",COMPLETED
The Red Hook: War Cry,Dean Haspiel,41165.0,Superhero,7.1,25.5,"The Red Hook's dead girlfriend is resurrected into WAR CRY, a human of mass destruction hosted by a teenage boy. When a demigod from their past comes to haunt them to death they must resolve their lost love.",COMPLETED
The Red Hook: STARCROSS,Dean Haspiel,19773.0,Superhero,7.03,17.2,"STARCROSS finds New Brooklyn on the eve of an ice age that will make all life on earth extinct. The only way to save the planet is for The Red Hook to ally with Sun Dog, find and rekindle romance with War Cry, confront the Omni-Gods, and give birth to a new dawn where only love can save the world!",COMPLETED
Pound,Tony Karnowski / Orlando Caicedo,325758.0,Action,9.15,91.8,"Welcome to the World Fighting League , a violent pastime popular with sports fans who have grown bored with the predictability of baseball, basketball and even football (!). Imagine the most brutal fighters in the world each sporting destructive superpowers, and overseen by an ethically questionable enterprise that values profit over fighter safety. The fighters put their lives on the line for fame and fortune , the audience laps it up , and the dark side gets even richer. It's a dirty business that worksâ€¦that is until a young warrior comes along who's fighting to save the life of his brother , and is willing to bring down the system to do it.", TUESDAY
Supersonic Girl,Sandra Diaz,624588.0,Superhero,9.11,208.1,"Sonia Rockwell is a teenager from Radio City, who will have to face her high school daily life while she fights against the supervillains who attack the city. Join the adventures of this supersonic girl!", TUESDAY
unOrdinary,uru-chan,44.2,Superhero,9.76,5.1,"Nobody paid much attention to John , just a normal teenager at a high school where the social elite happen to possess unthinkable powers and abilities. But John's got a secret past that threatens to bring down the school's whole social order , and much more. Fulfilling his destiny won't be easy though, because there are battles, frenemies and deadly conspiracies around every corner.", THURSDAY
City of Blank,66,2.9,Sci-fi,9.7,537.2,"In a world where ghostly Blanks can steal your face , and your life , at any moment, a young boy named Rex hunts for his brother's killer. Cursed with the unique power to physically touch Blanks, Rex starts to uncover darker secrets at the city's center and in his own past. Will Rex unmask the killer, or will he become just another faceless victim in the City of Blank?", THURSDAY
KILLMAX,Kennycomics(Paul Jun) / SilentMaru,1.0,Supernatural,9.09,547.6,"Born into a bloodline of witches, Max is forced into a life on the run from the witch hunters. But when she unknowingly finds a way to use her magic, her life changes into something she could have ever imagined.", FRIDAY
The Red Hook: Blackout,Dean Haspiel,14920.0,Superhero,7.01,17.1,"The Red Hook must combat his vigilante mother to destroy an Apocalypse Sword, only to rebirth the wrath of a villain who threatens to send New Brooklyn back to the stone age!", WEDNESDAY
Darbi,Sherard Jackson,2.0,Action,9.53,328.5,The misadventures of a blood-thirsty baby T-Rex., WEDNESDAY
Backchannel,Stan Lee / Tom Akel / Andie Tong,166478.0,Superhero,9.65,149.4,"On the surface, Tom Tanner is having an average high school life - struggling to stay on the lacrosse team, hiding his affections for his friend Sally, and trying to keep his head down and grades up. What his father, an LA police detective, and friends don't know is that Tom is an engineering prodigy and is being recruited by BACKCHANNEL, a decentralized hactivist group causing havoc at prisons across the U.S.", WEDNESDAY
Boyfriends.,refrainbow,8.8,Slice of life,9.46,1.3,A comic about getting yourself a boyfriend... or multiple boyfriends! Four college students begin a polyamorous relationship and navigate the adventure that is their dating life!," TUE, FRI"
Marry Me!,Miku Yuki,1.8,Romance,9.75,261.5,"Civil servant Sinn gets a huge surprise on his 29th birthday when he is chosen as the first subject of an experimental new law to marry someone he's never met. His marriage partner is Mari, a recluse who has yet to experience the small joys of life. Now the two must navigate their relationship as a married couple, all while proving -- or disproving -- that the law will benefit the greater good of society.", MONDAY
Small World,Wonsun Jin,17.9,Slice of life,9.53,841.1,What do you do when you're having a bad day? Need a hug? Or just a laugh? Call your boyfriend of course! Follow along with Robin and Julien as they navigate in their own small world.,COMPLETED
The Dog Diaries,yee seon,142360.0,Slice of life,9.69,81.3,"Dana is a freelance illustrator who feels lonely and stressed out from working all day and doing little else. But this all changes when she is joined by a new four-legged friend: a small Pomeranian puppy called Myeongdong. This cute little pup shows her what unconditional love looks like, and Dana does her best to look after her new pal, too.", TUESDAY
Nevertheless,Jeongseo,952931.0,Romance,9.41,464.4,"What happens when a girl who wants to date but doesn't believe in love meets a guy who likes to flirt but thinks relationships are a drag? That's how it is for Nabi and Jae-eon, two art students who meet in college and develop a strong connection -- inspired by butterflies. As they get to know each other and their relationship progresses, they'll face the early stages of attraction and the ups and downs of dating. This story will make you long to be in a relationship -- even when you know it won't be easy.",COMPLETED
Kind of Love,Various Artists,2.8,Romance,9.64,653.3,A collection of short stories exploring the many kinds of love we experience in our lives,COMPLETED
Smile Brush,waroo,385296.0,Slice of life,9.57,109.5,Waroo is a boy with long hair who loves to try new things. These are the heartwarming and amusing tales of his daily life.,COMPLETED
Just for Kicks,Josie Fox,2.4,Slice of life,9.62,254.9,"A lighthearted comic about an amateur university Taekwondo club! Join the team as they train, sweat, eat, & laugh their way through daily life.",COMPLETED
Smile Brush: My Old Pictures,waroo,322552.0,Slice of life,9.69,75.4,Smile Brush Season 2! Waroo comes back with more heartwarming memories to share.,COMPLETED
Midnight Rhapsody,Wony / Yoonsoo Sim,109527.0,Slice of life,9.15,25.7,"Wony is just like other Korean guys in their 20s. He hangs out with his friends and worries about things like finding a girlfriend and his below-average English skills. Oh, and he's a wolf!",COMPLETED
My Kitty and Old Dog,cho,882743.0,Slice of life,9.66,102.6,"Nang-Nak, an old poodle with blurred vision, and Soondae, an adorable kitten, love their owners and are loyal to them. Here are episodes of a mature dog and an energetic young kitten who will always wait for their owners to give them love and affection.",COMPLETED
Cooking Comically,Tyler Capps,268219.0,Informative,9.63,126.1,Cooking Comically is an admittedly weird mash up of comics and recipes that aims to dispel the difficulty of cooking and make your kitchen a place you want to be.,COMPLETED
Roar Street Journal,Bonnie Pang,999779.0,Slice of life,9.65,56.6,"Created and run by animals, Roar Street Journal provides a selection of stories and comics to bring a smile to your everyday life.",COMPLETED
Midnight Rhapsody : Season 2,Wony / Yoonsoo Sim,94050.0,Slice of life,8.87,18.3,Midnight Rhapsody is back with Season 2!,COMPLETED
Immortal Nerd,Hanna-Pirita Lehkonen,169239.0,Slice of life,7.89,29.5,"Nokia is a young adult, living on a space station New Rauma. Nokia has just gotten their immortality and the best use they can come up with it is to browse the old internet all day long without eating or sleeping and not having to worry about dying of hunger. After three weeks of old internet Nokia's parents decide they've had enough.",COMPLETED
Just Ask Yuli,Yulius Efferven,27848.0,Slice of life,7.65,13.8,Darius returns home one day and learns the greatest secret in the universe. A Meta-fictional Series about banter between God and the Creator. Have you ever wanted to ask the big questions about life? Then Just Ask Yuli.,COMPLETED
All That We Hope to Be,it sun,180807.0,Slice of life,9.51,51.2,Sometimes we just can't get out of a ditch; yet we still hope.,COMPLETED
Hello World!,Alex Norris,167908.0,Slice of life,9.11,30.1,"Follow Alex as he defies all reclusive, introverted webcomic cliches and explores the outside world with his plastic hand sidekick, Johand. Expect the sky, some grass, buildings, maybe a bird, some rain.",COMPLETED
Jingle Jungle,Yongjin Kim,47921.0,Slice of life,8.83,12.4,Come and meet these adorable friends in Jungle! Jingle Jungle village has many animals who are ready to make you smile as you read the episodes.,COMPLETED
The Life of the Three Bears,Mr.D,50949.0,Slice of life,8.88,17.3,"This is a story of the simple life of the three bears: the panda bear, the black bear, and the polar bear.",COMPLETED
Penguin Loves Mev,Penguin,321982.0,Slice of life,9.32,32.0,"Penguin is a Korean cartoonist who got married to an English man Mev. Sometimes they are faced with cultural differences, but they never fail to put a smile on each other's face. Follow their love story with this comic!",COMPLETED
Illuminated,Rachel Song / Maria Nguyen,127401.0,Informative,9.33,112.5,A WEBTOON x 88rising memoir series that spotlights the experiences of Asian women in entertainment and how we can help #StopAsianHate together.,COMPLETED
My Deepest Secret,Hanza Art,13.4,Thriller,9.68,2.4,"Having a handsome, kind and caring boyfriend like Elios means the world to Emma. Even a look at him makes her heart flutters. But little does she know about a secret lies deep in their relationship. What is the said secret?", TUESDAY
School Bus Graveyard,lilredbeany,539252.0,Thriller,9.77,452.3,"Ashlyn is a loner in high school with no friends. But when a fateful visit to a haunted house causes her and her classmates to see monsters at night, she'll be forced to forge bonds to survive.", WEDNESDAY
Phase,Jouki,4.1,Romance,9.55,901.9,"Min is unique. Plagued by debts, misfortune and a troubled past her life has been anything but normal. When she has the opportunity to earn a great deal of money, 50 million dollars to be exact, she would be a fool to refuse. Despite the odd conditions she takes a chance with Shuu, the handsome, irritating billionare who can change her life. Can she keep her secrets close to her chest or will she ruin them both?", WEDNESDAY
Blades of Furry,Deya Muniz / Emily Erdos,1.9,Romance,9.61,386.8,"Emile is an up-and-coming skater in the beloved sport of Skate Battles, a high-stakes combo of figure skating and martial arts. Radu is a well-known senior skater and several time champ with the world at his feet. However, during an ill-fated match between the two, Emile discovers Radu's secret, which could threaten to destroy him. Will Emile keep his secret? Or could this rivalry turn into something more...?", SUNDAY
Surviving Romance,Lee Yone,1.6,Horror,9.81,484.1,"When Chaerin Eun becomes the protagonist of the romance novel she is reading, she expects a fairytale ending with the novel's love interest, Jeha. But when a bizarre twist makes her realize the story is not playing out as it does in the book, she'll need the help of an unlikely character from her class to defy the new storyline and find her happy ending -- if only she can figure out who this â€˜Unknown Extra' is first!", THURSDAY
AntiSTALKER,VOKIVORMOK,3.0,Romance,9.72,588.9,"At this school usual students study with vampires from wealthy families. She is a representative from disciplinary committee, he is a guy who breaks school rules. She is a hunter, he is a target. He is her stalker, she is his target.", THURSDAY
Swimming Lessons for a Mermaid,YONGCHAN,5.0,Romance,9.73,711.7,"Choa is a mermaid who can't swim! Discouraged, she trades the ocean for a pair of human legs. But when the star of the high school swim team finds out her secret, he offers her the chance to prove her family wrong: free swimming lessons for a mermaid!", WEDNESDAY
Flawless,Shinshinhye,87165.0,Romance,9.68,144.1,"Sarah is a tough girl who prides herself for being independent. One day, after fending off several boys harassing her in the street, she meets Elios, a young blind man her age. She is immediately charmed by him, though he maintains an air of mystery. Has Sarah met her first love? Is everything what it seems?", TUESDAY
The Doctors are Out,Blau,3.6,Romance,9.59,453.6,"The beloved Dr. Matias Guevara tends to his patients in his little neighborhood health clinic, unaware that Dr. Fernando Guevera opened his new veterinary clinic right next door! With their patients confused and their tolerance running thin, the two grown men constantly bicker and compete! Will their similar names and professions cause their rivalry to go untreated, or will they heal each others broken hearts?!", MONDAY
Dating With a Tail,Jinha / Hepon,2.4,Romance,9.51,531.2,"On the dawn of her 29th birthday, unlucky-in-love Yunha discovers a shocking family secret: she's started growing a fox tail, the mark of an ancestral curse. She must find her fated love before her 30th birthday or she is destined to become a fox forever! Even with her new-found enchanting power to attract men using her scent, will one year be enough to break the curse before it's too late?", FRIDAY
The Prince of Southland,Chris Geroux,810680.0,Romance,9.64,233.3,"Donnie Ali's shiny reputation is soiled the night he kissed an android, for romantic relationships with droids are deemed too dangerous and forbidden. But after his press release, another potential scandal emerges when he saves Jensen, a man on the run from an unknown assailant. Now living under the same roof, and paparazzi on every corner, could this romance be even more disastrous than his first?", WEDNESDAY
Half-Ghost,Sejung,635533.0,Romance,9.74,257.1,"Can she see them or not? Hayeon has always felt something creepy near her. She knows ghosts exist, but she can't really see them. She suddenly meets a boy who not only sees them but fights with them? Hu-an Lee isn't your average student. He's a half-ghost. He knows there's something different about Hayeon, but he can't seem to figure out what. No one can. Human or ghosts!", SUNDAY
Brimstone and Roses,Speremint,3.0,Romance,9.44,469.2,"Bea is over her ex. Absolutely, completely, over her... except that she's not. When Bea finds out that her ex is also attending her sister's wedding, Bea does what any logical person would do and summons an incredibly hot, sarcastic demon to be her date. But demons are tricky, and now hers won't leave her alone.", FRIDAY
Shadow Bride,Sae In Lee / Soo Bean Lim,767973.0,Romance,9.7,331.2,"Yunjo is a young prince who has always served his kingdom from behind the scenes. He's spent his whole life in the shadow of his brother, the crown prince Yigang, fighting enemies and winning wars in his name. All that changes when one day, he meets Seolyun, a mysterious and charming woman who captivates him instantly. What happens when a man emerges from the shadows to follow his heart? Can he overcome all of the obstacles in his way to step into the light and be with the one he loves?", THURSDAY
LoveBot,Donggeon Lee,51923.0,Sci-fi,9.38,294.0,"In 2049, highly advanced and affectionate robots are becoming humanity's primary companions in place of real relationships. Xada makes his living by modifying these bots to fit their owners specific wants and needs. However, his newest job leaves the LoveBot strangely sentient, and asking for his help... Sparks will fly as Xada relearns human connection and helps uncover the truths behind the LoveBots' existence.", SUNDAY
Choco Latte,Ann,3.7,Romance,9.76,658.6,"Join high schoolers Kyle and Lilly as they discover hope, joy, and love in the simplicities of everyday life. Sweet and heartwarming, just like a chocolate latte, their love story proves that actions speak louder than words.", FRIDAY
Devilish Romance,sing-nanda,507497.0,Supernatural,9.46,351.9,"After being unfairly framed in devildom, middle-tier devil Sitri falls onto Earth as a human and searches for a serial killer who could take him back to his origin. He meets a stubborn, strict human boss who he initially hates; however, he eventually starts having feelings for her. Love has no limits, but... does it really? What will be their fate?", SATURDAY
Mystical,VAN.J,2.1,Supernatural,9.82,542.7,"Garam has always loved to draw, but his dreams of being an artist have been on hold ever since his mother passed away. Wanting to become more independent and focus on his art, he moves into his grandmother's empty house by the ocean. There, he meets his greatest muse: a mystical water creature with no memories of her past. Now it's up to Garam to help her uncover what she has forgotten.", SUNDAY
Of Swamp & Sea,Jay Boulton & Laurel Boulton,100309.0,Supernatural,9.61,104.6,"When a monster hunt gone wrong sets two strangers on the same path, they discover their relationship may be more than strictly professional. Enter a world of dangerous beasts, dark magic, and perilous circumstance. When everyone has their secrets, the truth is as murky as the waters of the deepest swamp.", WEDNESDAY
The Double Agent,Hayeon / Charles,120422.0,Historical,8.77,186.6,"As a child, Sasha Laurent lost her parents overnight when the Dochen Republic invaded and burned her hometown, Neroi. Fleeing across the border, she lived off the streets until rescued by General Gerard of the Allied Forces. A decade later, when he asks her to infiltrate Dochen as a secret agent, she has no choice but to comply, but soon finds herself a prisoner at the mercy of Major General Johann von Willendorf. Sasha's unhealthy obsession with Johann veers dangerously close to love, but will her feelings change when he makes her a double agent?", THURSDAY
Little Rain,Mai,563373.0,Romance,9.84,295.2,"A Guardian Angel without his memory ends up in a cats body. Lisa is a down on her luck, whose life has always been tinged with misfortune. Fortunately her cat, Rain, is always there for her when she needs him. But little does she know, Rain has a big secret. His memories may be missing, but Rain remembers this... He'd do anything to protect Lisa.", FRIDAY
It Was All You,Dalbong,32228.0,Sci-fi,9.5,205.9,"In a near-future Pyeongyang, clones have become an indispensable part of human life. Tasked to test XYZ Corporation's latest prototype, biomedical engineer Dr. Yuri Lee is marveled by LPC-6, a physically perfect and intellectually superior clone designed for a single purpose -- to give unconditional love to his master. As she uncovers the depths of her unfaithful husband's depravity, she finds solace in ""Victor"" and his extraordinary capacity for empathy. Will her desire for retribution and love set her onto a path of no return?", TUESDAY
When the Day Comes,WasakBasak / JANE,194208.0,Heartwarming,9.7,184.6,"Norang and Paran are known at school to be the perfect couple -- minus the fact that they've already broken up. But unable to back out of a promise to participate in their school's dance festival as their class's representative couple, they decide to keep their split a secret, just until the competition is over. As the day of the festival -- and their ""official"" break-up -- approaches, the two begin to realize that ending their relationship may not be as simple as they thought.", WEDNESDAY
Kind of Confidential,Vivian Darlin,4.3,Romance,9.3,919.5,"When the nation's most popular hero falls from the sky, he is saved by a totally normal girl. The strange incident turns both their lives upside down and leaves them with countless questions. What caused the accident? Why does it feel like they've met before? How are commoner noodles so delicious? Andâ€¦ umâ€¦ can a hero and a villain fall in love? (Asking for a friend.)", THURSDAY
Freaking Romance,Snailords,19.9,Romance,9.77,3.1,"A sexy supernatural story about being out on your own, finding your dream apartment and discovering that your new place is haunted by a handsome spectral stranger from another dimension. Sure, HE can't see you and YOU can't touch him, but who said every relationship starts out perfectly?",COMPLETED
Ghost Wife,Sejung,10.1,Romance,9.73,1.3,"Liz is a normal teenage girl who can see monsters... that want to eat her. The only person who can save her is a demon with a creepy smile and an appetite for live cats. But first, she has to become his fiancÃ©!",COMPLETED
Always Human,walkingnorth,2.3,Romance,9.54,613.5,"This is a story about nanobots, genetic engineering, and two girls falling in love. No matter how technology changes us, we'll always be human.",COMPLETED
Devil Number 4,jangjin / woombeee,12.6,Supernatural,9.78,1.7,"When a down-on-her-luck student runs out of money -- and hope -- it's time for the devil to make his entrance and give her an offer she can't refuse. But this devil has problems of his own. He's a cog in Satan's corporate ladder, who's quickly losing credibility because that same desperate girl isn't ready to part with her soul willingly. Now, she's working at his coffee shop while he tries to convince her that she can have it all. And the cost? Merely her mortal soulâ€¦",COMPLETED
Eggnoid,Archie the Redcat,14.0,Sci-fi,9.65,1.3,"When Ran wakes up to a giant egg by her bed the morning after being rejected by her longtime crush, she has no idea what to do. To make things weirder, a handsome man emerges out of the egg and starts calling her ""mom""! As Ran and Eggy grow closer, she starts questioning their relationship. Is she really just his ""mom""?",COMPLETED
unTouchable,massstar,5.9,Romance,9.69,1.2,Sia is a modern-day vampire who absorbs energy from humans by touching them instead of drinking their blood. She has been desperate to touch Jiho since the day he moved in next door -- but he's a germaphobe. Will Sia best his mysophobia and get to touch Jiho?,COMPLETED
Love Doesn't Talk,Ann,1.4,Romance,9.59,400.4,"They say third time's the charm, right? After three misunderstandings, sparks start to fly between classmates Yuzuki and Kou, and what stems from fate turns into friendship and eventually blossoms into love. But you can't have a high school romance without a love triangle. Enter Subaru, a boy from another class who isn't afraid to go after Yuzuki's heart! Who will Yuzuki choose in the end: the quiet and inexpressive Kou or the bold and friendly Subaru?",COMPLETED
Miss Abbott and the Doctor,Maripaz Villar,8.0,Romance,9.81,717.5,"Doctor Andreas Marino loves his quiet life, filled with work and simple amusements, and when the strange Miss Abbott arrives in his town he decides he doesn't like her at all. Unfortunatelly she's funny and quirky, has an uncommon past and seems to enjoy getting him in trouble. Welcome to a sketchy Victorian rom-com!",COMPLETED
Ecstasy Hearts,SilentMaru,4.4,Sports,9.04,1.3,"Shimizu Anya is the daughter of the two former top Tennis Players of the world. And now, it's her time to conquer the domain of Professional Tennis at least until her destined rival came and completely crushed her before she could even break out of her bubble. This is where her one-sided rivalry begins.",COMPLETED
Shard,echorise,911286.0,Supernatural,9.32,205.7,"When a witch is told she needs a virgin to complete a spell she sets out in search of the ideal candidate, but what happens when the victim - a geologist with all the makings of the perfect sacrifice - isn't quite as innocent as she thought?",COMPLETED
Brass & Sass,antlerella,4.9,Romance,9.7,610.3,"It may have been the music that attracted her to band class, but it was love that made her stayâ€¦even if she doesn't have any musical talent whatsoever. But what high schooler Camilla lacks in ability, she makes up for in passion , especially when it comes to Victor, the handsome musician who's caught her eye. Will love rule the day, even when your crush-of-choice is a real brass-hole? Read on to find out!", THURSDAY
Down To Earth,Pookie Senpai,9.8,Romance,9.82,2.1,"Kade lives his average life alone and undisturbed... until a cute alien girl crashes into his backyard! By opening up his home, will this other worldly girl inadvertently open up his heart?", TUESDAY
The Kiss Bet,Ingrid Ochoa,6.8,Romance,9.69,1.1,"It's senior year and Sara Lin just turned 18. She's got great friends, a cool Dad (or so he thinks) and a whole lot ahead of her. The last thing she needs is to worry about having her first kiss. But that's all about to change because her good pal Patrick just challenged her to a bet that will either lead to love, heartbreak or embarrassmentâ€¦or maybe all three.", SATURDAY
Soul on Hold,Austen Marie,1.2,Supernatural,9.65,270.3,"Ayden seems to live a pretty normal lifeâ€¦normal that is except for the voice in his head haunting him 24/7. It takes meeting Maggie, the cute barista, to uncover the horrifying truth behind the madness. Together with Maggie, Ayden discovers that the voice in his head is actually a servant of a demonic force who collects souls once they've matured on their 30th year. With Ayden's birthday just around the corner, he and Maggie join forces to find an alternative to their fated demise.", WEDNESDAY
Lavender Jack,Dan Schkade,577031.0,Superhero,9.53,109.8,"The dawn of the 20th century! The City of Gallery is a place of science, diversity, and wealthâ€¦ but it's also held in the clutches of a corrupt ruling class that's squeezing it for all it's worth. Enter: LAVENDER JACK â€” a devilish vigilante whose fighting prowess and advanced technology make him a nightmare for Gallery's elites. But they're not about to loosen their grip on the city without a fight. They've got some devils of their own, you see...", TUESDAY
The Fever King,Victoria Lee / SaraDeek,2.5,Superhero,9.57,514.2,"The sole survivor of a magical plague, Noam Ãlvaro is accepted into an academy where he will be expected to defend Carolinia, the nation that persecuted his family. Noam decides to use everything he learns to destroy Carolinia . . . that is until he becomes distracted by a mysterious and powerful classmate who warns him that nothing is as it seems.
 
 (Based on the YA novel by Victoria Lee.)",COMPLETED
Arma,Sgt.,1.2,Superhero,9.4,248.0,"What if you developed superpowers that could change your life only to discover that these incredible abilities only worked onâ€¦animals? When you're teenager Jin Lee, that's a pretty strange concept to wrap your head around -- especially when you wish your destructive powers could help you overcome the bullies who torment you at school instead. But Jin is quickly learning that there's a place in this world for a special individual like him -- and he's definitely not the only one of his kind out there.",COMPLETED
XINKR,CHU KWON,645270.0,Superhero,9.29,121.3,A parkour boy becoming a hero in the hacker's world!,COMPLETED
The Brooklynite,Seth Kushner / Shamus Beyale,31774.0,Superhero,8.98,20.5,"Brooklyn cartoonist, Jake Jeffries gets caught in the fallout of two super-humans battling and is accidentally irradiated with superpowers. Fraught with ""Superman powers and Spider-Man problems,"" Jake learns to fight crime in his secret identity as The Brooklynite, and chronicles his adventures in a comic book series while struggling to lead a dual existence.",COMPLETED
Cyberforce,Top Cow Productions,52506.0,Superhero,7.81,37.3,"Granted superhuman abilities via cybernetic implants, they were created to be the pawns of a corrupt and evil corporation. Free and united against their creators, they are known as Cyberforce.",COMPLETED
Outrage,Fabian Nicieza / Reilly Brown,614921.0,Superhero,9.36,221.2,A virus is attacking people who abuse others on the internet. Comedic ass-kickings are occurring across the country by a sentient electronic entity that appears through the personal devices of bullies and babies alike. Who or what is OUTRAGE?, WEDNESDAY
Rebirth,Michi,7.1,Sci-fi,9.75,1.0,What would you do if you were given a second chance to turn back time and relive your past? Would you do what you did back then for fear of the butterfly effect? Or would you take a different course of action and let the future speak for itself?, WEDNESDAY
Parallel City,Goda,2.1,Mystery,9.84,391.8,"Can two people look exactly alike? Fear sweeps the city as people report seeing their own doubles. Then the disappearances start. Mere coincidence? Or are the mysterious twins harbingers of bad luck? Whatever they are, if you spot one, you better think fast!", THURSDAY
Seed,Said P.,2.5,Sci-fi,9.7,523.6,"Welcome to the future , where our world has become an exercise in contradictions. We are more connected than ever but alone. Healthier than ever but sick. Safer than ever but ultimately vulnerable. Seed is a story for these future times. Where the relationship between a girl and an AI system that begins simply, quickly complicates things for the entire world.", SUNDAY
BRAIN Anthology,Various Artists,755085.0,Horror,9.37,139.1,"Are you ready for BRAIN Anthology? From mind-bending stories, to disturbing tales of our most primal fears, this anthology is designed to make you think and keep you up at night! New stories released every Saturday. Featuring stories from the 2020 Short Story Contest."," MON, TUE, WED, THU, SUN"
Duty After School,Ilkwon Ha,411458.0,Sci-fi,9.67,119.5,What would you do if your school's extracurricular activity was a mandatory military service amidst an actual war? A class of students is turned into a platoon of soldiers to fight against unknown slime-like objects.,COMPLETED
Everything is Fine,Mike Birchall,1.6,Horror,9.74,527.7,"Sam and Maggie are a normal couple, in a normal house, in a normal neighborhood. There is nothing strange about their heads, their neighbors or their sweet little dog. Everything is Fine.", MONDAY
Not Even Bones,R Schaeffer / Glamist,7.0,Thriller,9.7,1.5,"Nita doesn't hunt supernatural beings and sell their body parts on the black market , her mother does that. Nita only dissects the magical bodies for her mother. However, Nita's about to get a real taste of the family business and there is no turning back.
 Now, Nita must decide whether she is willing to become a monster...
 
 (Based on the YA novel by Rebecca Schaeffer.)", SUNDAY
I'm the Grim Reaper,GRAVEWEAVER,7.8,Supernatural,9.8,1.5,"On earth there are bad people, and then there are REALLY BAD people. If you're one of the latter, you don't just get sent to Hell, you get sent to Hell and get assigned a job collecting the souls of some of the worst people on Earth. Such is the career path of a young woman named Scarlet, who dies and is delivered down to the fiery underworld only to find herself in an entry level position asâ€¦The Grim Reaper!", SUNDAY
Homesick,Ms. Freaky,642346.0,Thriller,9.79,321.9,"Rayne woke up with no memories of the apocalypse. Samael is just... a delinquent, who happened to find Rayne at a rooftop. They both ended up making a deal in order to survive in a world where cannibalistic monsters roam.", TUESDAY
Escape Room,10PARK,1.8,Thriller,9.65,384.4,"Overly rational. Sociopathic, even. Sean's unfeeling personality consistently drives people away from him. That is, until he wakes up after a night of heavy drinking in... an escape room? Now he must use his unique mind and join hands with other players to survive sadistic games of life and death. The only way out is to escape!", THURSDAY
